Segment,Category,Sub-Category,City,Order Date,Postal Code,Region,Ship Status,State,Profit,Sales,,
Consumer,Office Supplies,Storage and Archive,Philadelphia,21-Nov-21,19143,Eastern,Late Delivery,Pennsylvania,-51,205,,
Consumer,Office Supplies,Storage and Archive,Philadelphia,25-Jul-21,19143,Eastern,On Schedule,Pennsylvania,-18,17,,
Consumer,Office Supplies,Storage and Archive,Philadelphia,21-Oct-21,19143,Eastern,Late Delivery,Pennsylvania,8,55,,
Consumer,Office Supplies,Storage and Archive,Philadelphia,5-Nov-18,19143,Eastern,Early Delivery,Pennsylvania,10,38,,
Corporate,Office Supplies,Storage and Archive,Philadelphia,10-Feb-19,19143,Eastern,Late Delivery,Pennsylvania,2,75,,
Corporate,Office Supplies,Storage and Archive,Philadelphia,28-Apr-21,19143,Eastern,Early Delivery,Pennsylvania,5,91,,
Corporate,Office Supplies,Storage and Archive,Philadelphia,15-Sep-19,19143,Eastern,Early Delivery,Pennsylvania,18,287,,
Home Office,Office Supplies,Storage and Archive,Philadelphia,25-Jun-19,19143,Eastern,On Schedule,Pennsylvania,30,47,,
Home Office,Office Supplies,Storage and Archive,Philadelphia,5-Apr-19,19143,Eastern,Early Delivery,Pennsylvania,1,79,,
Home Office,Office Furniture,Storage Cabinets,Philadelphia,5-Apr-19,19143,Eastern,Early Delivery,Pennsylvania,84,65,,
Consumer,Office Furniture,Corner Desks,Reading,18-Dec-20,19601,Eastern,Early Delivery,Pennsylvania,1,34,,
Corporate,Office Furniture,Corner Desks,Reading,11-Nov-18,19601,Eastern,Late Delivery,Pennsylvania,16,3,,
Consumer,Office Supplies,Envelopes,Reading,21-Mar-21,19601,Eastern,Early Delivery,Pennsylvania,-9,2,,
Corporate,Office Supplies,Storage and Archive,Reading,3-Oct-19,19601,Eastern,On Schedule,Pennsylvania,3,4,,
Corporate,Office Furniture,Storage Cabinets,Reading,11-Nov-18,19601,Eastern,Late Delivery,Pennsylvania,-2,5,,
Consumer,Office Supplies,Artwork and Statues,Newark,4-Jun-20,19711,Eastern,On Schedule,Delaware,12,277,,
Consumer,Office Supplies,Artwork and Statues,Newark,30-Nov-21,19711,Eastern,Early Delivery,Delaware,220,7,,
Corporate,Office Supplies,Artwork and Statues,Newark,2-Jan-19,19711,Eastern,Early Delivery,Delaware,9,1218,,
Corporate,Office Supplies,Artwork and Statues,Newark,2-Mar-21,19711,Eastern,On Schedule,Delaware,9,277,,
Corporate,Office Supplies,Artwork and Statues,Newark,8-Jul-21,19711,Eastern,Early Delivery,Delaware,3,6,,
Corporate,Office Supplies,Artwork and Statues,Newark,17-Nov-18,19711,Eastern,Early Delivery,Delaware,21,30,,
Corporate,Office Supplies,Artwork and Statues,Newark,8-Jul-21,19711,Eastern,Early Delivery,Delaware,16,78,,
Home Office,Office Supplies,Artwork and Statues,Newark,26-Aug-18,19711,Eastern,On Schedule,Delaware,-766,8,,
Corporate,Technology,Cables and Connectors,Newark,27-Nov-19,19711,Eastern,Late Delivery,Delaware,-14,10,,
Corporate,Technology,Cables and Connectors,Newark,8-Jul-21,19711,Eastern,Early Delivery,Delaware,-15,8,,
Home Office,Technology,Cables and Connectors,Newark,7-Mar-19,19711,Eastern,Late Delivery,Delaware,-33,221,,
Home Office,Technology,Cables and Connectors,Newark,26-Aug-18,19711,Eastern,On Schedule,Delaware,-75,26,,
Corporate,Office Furniture,Computer Chairs,Newark,25-Oct-19,19711,Eastern,Early Delivery,Delaware,23,9,,
Consumer,Office Furniture,Corner Desks,Newark,13-Nov-20,19711,Eastern,On Schedule,Delaware,7,434,,
Consumer,Office Furniture,Corner Desks,Newark,26-Aug-18,19711,Eastern,On Schedule,Delaware,17,3050,,
Corporate,Office Furniture,Corner Desks,Newark,4-Dec-20,19711,Eastern,Late Delivery,Delaware,1,7,,
Corporate,Office Furniture,Corner Desks,Newark,8-Jul-21,19711,Eastern,Early Delivery,Delaware,1,16,,
Corporate,Office Furniture,Corner Desks,Newark,17-Nov-18,19711,Eastern,Early Delivery,Delaware,3,16,,
Corporate,Office Furniture,Corner Desks,Newark,8-Jul-21,19711,Eastern,Early Delivery,Delaware,18,37,,
Corporate,Office Supplies,Envelopes,Newark,4-Dec-20,19711,Eastern,Late Delivery,Delaware,8,13,,
Corporate,Office Supplies,Envelopes,Newark,7-Nov-19,19711,Eastern,On Schedule,Delaware,5,423,,
Corporate,Office Supplies,Envelopes,Newark,2-Mar-21,19711,Eastern,On Schedule,Delaware,10,122,,
Consumer,Office Supplies,Folders,Newark,16-Mar-20,19711,Eastern,On Schedule,Delaware,2504,89,,
Consumer,Office Supplies,Folders,Newark,19-Nov-20,19711,Eastern,Early Delivery,Delaware,21,19,,
Consumer,Office Supplies,Folders,Newark,2-Mar-20,19711,Eastern,Early Delivery,Delaware,1,13,,
Corporate,Office Supplies,Folders,Newark,20-Oct-20,19711,Eastern,Early Delivery,Delaware,4,17,,
Corporate,Office Supplies,Folders,Newark,23-Sep-18,19711,Eastern,Early Delivery,Delaware,6,157,,
Home Office,Office Supplies,Folders,Newark,7-Mar-19,19711,Eastern,Late Delivery,Delaware,-31,39,,
Home Office,Office Supplies,Folders,Newark,7-Mar-19,19711,Eastern,Late Delivery,Delaware,-6,27,,
Home Office,Office Supplies,Folders,Newark,13-May-21,19711,Eastern,Late Delivery,Delaware,-31,11,,
Consumer,Office Supplies,Kitchen Appliances,Newark,7-Nov-21,19711,Eastern,Early Delivery,Delaware,3,25,,
Home Office,Office Supplies,Kitchen Appliances,Newark,14-Jul-18,19711,Eastern,On Schedule,Delaware,-427,21,,
Consumer,Office Supplies,Label Maker Tape,Newark,15-Jun-20,19711,Eastern,On Schedule,Delaware,5,17,,
Consumer,Office Supplies,Label Maker Tape,Newark,4-Jun-20,19711,Eastern,On Schedule,Delaware,21,56,,
Consumer,Office Supplies,Label Maker Tape,Newark,21-Dec-18,19711,Eastern,Early Delivery,Delaware,7,196,,
Consumer,Technology,Phone and Fax,Newark,16-Mar-20,19711,Eastern,On Schedule,Delaware,0,56,,
Consumer,Technology,Phone and Fax,Newark,13-Nov-19,19711,Eastern,On Schedule,Delaware,4,147,,
Consumer,Technology,Phone and Fax,Newark,13-Nov-19,19711,Eastern,On Schedule,Delaware,2,18,,
Consumer,Technology,Phone and Fax,Newark,2-Mar-20,19711,Eastern,Early Delivery,Delaware,6,24,,
Corporate,Technology,Phone and Fax,Newark,27-Nov-19,19711,Eastern,Late Delivery,Delaware,-3,28,,
Corporate,Technology,Phone and Fax,Newark,25-Oct-19,19711,Eastern,Early Delivery,Delaware,-17,108,,
Home Office,Technology,Phone and Fax,Newark,7-Mar-19,19711,Eastern,Late Delivery,Delaware,-13,31,,
Consumer,Technology,Printers,Newark,17-Nov-21,19711,Eastern,Early Delivery,Delaware,2,1924,,
Consumer,Technology,Printers,Newark,17-Jun-18,19711,Eastern,On Schedule,Delaware,22,24,,
Consumer,Office Supplies,Printing Paper,Newark,26-Aug-18,19711,Eastern,On Schedule,Delaware,13,2,,
Consumer,Office Supplies,Printing Paper,Newark,2-Mar-20,19711,Eastern,Early Delivery,Delaware,24,3,,
Consumer,Office Supplies,Printing Paper,Newark,26-Aug-18,19711,Eastern,On Schedule,Delaware,49,3,,
Consumer,Office Supplies,Printing Paper,Newark,13-Nov-20,19711,Eastern,On Schedule,Delaware,25,4,,
Consumer,Office Supplies,Printing Paper,Newark,13-Nov-19,19711,Eastern,On Schedule,Delaware,2,6,,
Corporate,Office Supplies,Printing Paper,Newark,4-Dec-20,19711,Eastern,Late Delivery,Delaware,6,4,,
Corporate,Office Supplies,Printing Paper,Newark,7-Nov-19,19711,Eastern,On Schedule,Delaware,-29,3,,
Corporate,Office Supplies,Printing Paper,Newark,2-Jan-19,19711,Eastern,Early Delivery,Delaware,3,538,,
Corporate,Office Supplies,Printing Paper,Newark,2-Mar-21,19711,Eastern,On Schedule,Delaware,6,14,,
Consumer,Office Supplies,Storage and Archive,Newark,4-Jun-20,19711,Eastern,On Schedule,Delaware,16,7,,
Consumer,Office Supplies,Storage and Archive,Newark,12-Jun-19,19711,Eastern,Early Delivery,Delaware,8,5,,
Corporate,Office Supplies,Storage and Archive,Newark,2-Jan-19,19711,Eastern,Early Delivery,Delaware,28,3,,
Corporate,Office Supplies,Storage and Archive,Newark,12-Jan-19,19711,Eastern,On Schedule,Delaware,80,7,,
Corporate,Office Supplies,Storage and Archive,Newark,17-Nov-18,19711,Eastern,Early Delivery,Delaware,13,6,,
Consumer,Office Furniture,Storage Cabinets,Newark,13-Nov-19,19711,Eastern,On Schedule,Delaware,38,18,,
Corporate,Office Furniture,Storage Cabinets,Newark,2-Mar-21,19711,Eastern,On Schedule,Delaware,1,1370,,
Consumer,Office Supplies,Artwork and Statues,Wilmington,23-Nov-19,19805,Eastern,Early Delivery,Delaware,5,4,,
Consumer,Office Supplies,Artwork and Statues,Wilmington,6-Feb-19,19805,Eastern,Late Delivery,Delaware,46,9,,
Consumer,Office Furniture,Computer Chairs,Wilmington,6-Feb-19,19805,Eastern,Late Delivery,Delaware,7,197,,
Consumer,Office Furniture,Corner Desks,Wilmington,11-Jun-20,19805,Eastern,Late Delivery,Delaware,36,13,,
Consumer,Office Supplies,Envelopes,Wilmington,11-Jun-20,19805,Eastern,Late Delivery,Delaware,7,1666,,
Consumer,Office Supplies,Envelopes,Wilmington,23-Nov-19,19805,Eastern,Early Delivery,Delaware,162,183,,
Consumer,Office Supplies,Folders,Wilmington,11-Jun-20,19805,Eastern,Late Delivery,Delaware,24,35,,
Consumer,Office Supplies,Folders,Wilmington,15-Jul-21,19805,Eastern,Early Delivery,Delaware,38,12,,
Corporate,Office Supplies,Folders,Wilmington,11-Jul-19,19805,Eastern,On Schedule,Delaware,5,64,,
Corporate,Office Supplies,Folders,Wilmington,19-Nov-18,19805,Eastern,On Schedule,Delaware,10,14,,
Home Office,Office Supplies,Folders,Wilmington,31-Jul-21,19805,Eastern,Early Delivery,Delaware,-17,11,,
Home Office,Office Supplies,Folders,Wilmington,31-Jul-21,19805,Eastern,Early Delivery,Delaware,-8,60,,
Corporate,Office Supplies,Label Maker Tape,Wilmington,19-Nov-18,19805,Eastern,On Schedule,Delaware,1,79,,
Corporate,Office Supplies,Label Maker Tape,Wilmington,19-Nov-18,19805,Eastern,On Schedule,Delaware,6,40,,
Consumer,Technology,Phone and Fax,Wilmington,11-Jun-20,19805,Eastern,Late Delivery,Delaware,20,198,,
Consumer,Technology,Phone and Fax,Wilmington,22-Sep-21,19805,Eastern,Late Delivery,Delaware,1,194,,
Consumer,Technology,Phone and Fax,Wilmington,23-Nov-19,19805,Eastern,Early Delivery,Delaware,1,692,,
Corporate,Technology,Phone and Fax,Wilmington,11-Jul-19,19805,Eastern,On Schedule,Delaware,-3,16,,
Consumer,Office Supplies,Printing Paper,Wilmington,23-Nov-19,19805,Eastern,Early Delivery,Delaware,12,22,,
Consumer,Office Supplies,Printing Paper,Wilmington,23-Nov-19,19805,Eastern,Early Delivery,Delaware,18,32,,
Home Office,Office Supplies,Printing Paper,Wilmington,31-Jul-21,19805,Eastern,Early Delivery,Delaware,-471,26,,
Consumer,Office Furniture,Standard Desks,Wilmington,15-Jul-21,19805,Eastern,Early Delivery,Delaware,8,28,,
Corporate,Office Furniture,Standard Desks,Wilmington,11-Jul-19,19805,Eastern,On Schedule,Delaware,1,175,,
Consumer,Office Supplies,Storage and Archive,Wilmington,11-Jun-20,19805,Eastern,Late Delivery,Delaware,8,73,,
Corporate,Office Supplies,Storage and Archive,Wilmington,5-Oct-19,19805,Eastern,On Schedule,Delaware,4,826,,
Consumer,Office Furniture,Storage Cabinets,Wilmington,6-Feb-19,19805,Eastern,Late Delivery,Delaware,7,34,,
Corporate,Office Furniture,Storage Cabinets,Wilmington,19-Nov-18,19805,Eastern,On Schedule,Delaware,5,55,,
Consumer,Office Supplies,Artwork and Statues,Dover,23-Sep-18,19901,Eastern,Late Delivery,Delaware,6,1350,,
Consumer,Technology,Cables and Connectors,Dover,19-Jun-20,19901,Eastern,Early Delivery,Delaware,15,39,,
Consumer,Office Furniture,Corner Desks,Dover,11-Jan-18,19901,Eastern,Late Delivery,Delaware,28,104,,
Consumer,Office Furniture,Corner Desks,Dover,14-Nov-19,19901,Eastern,Early Delivery,Delaware,3,349,,
Corporate,Office Furniture,Corner Desks,Dover,7-May-20,19901,Eastern,Late Delivery,Delaware,2,22,,
Consumer,Office Supplies,Folders,Dover,23-Sep-18,19901,Eastern,Late Delivery,Delaware,16,4,,
Consumer,Office Supplies,Folders,Dover,14-Nov-19,19901,Eastern,Early Delivery,Delaware,12,4,,
Consumer,Technology,Phone and Fax,Dover,19-Jun-20,19901,Eastern,Early Delivery,Delaware,5,39,,
Consumer,Technology,Phone and Fax,Dover,29-Apr-18,19901,Eastern,Early Delivery,Delaware,0,3,,
Consumer,Office Supplies,Artwork and Statues,Washington,27-Apr-19,20016,Eastern,On Schedule,District of Columbia,12,18,,
Home Office,Office Supplies,Artwork and Statues,Washington,4-Dec-20,20016,Eastern,Late Delivery,District of Columbia,12,5,,
Consumer,Office Furniture,Computer Chairs,Washington,27-Apr-19,20016,Eastern,On Schedule,District of Columbia,-23,98,,
Consumer,Office Furniture,Corner Desks,Washington,25-May-20,20016,Eastern,On Schedule,District of Columbia,4,35,,
Home Office,Office Furniture,Corner Desks,Washington,11-Jan-21,20016,Eastern,Late Delivery,District of Columbia,2,29,,
Consumer,Office Supplies,Folders,Washington,25-May-20,20016,Eastern,On Schedule,District of Columbia,3,38,,
Consumer,Technology,Printers,Washington,27-Apr-19,20016,Eastern,On Schedule,District of Columbia,33,10,,
Consumer,Office Supplies,Printing Paper,Washington,25-May-20,20016,Eastern,On Schedule,District of Columbia,20,15,,
Consumer,Office Supplies,Printing Paper,Washington,25-May-20,20016,Eastern,On Schedule,District of Columbia,3,252,,
Home Office,Office Supplies,Printing Paper,Washington,11-Jan-21,20016,Eastern,Late Delivery,District of Columbia,7,252,,
Corporate,Office Furniture,Corner Desks,Laurel,28-May-21,20707,Eastern,Early Delivery,Maryland,-9,16,,
Corporate,Office Supplies,Kitchen Appliances,Laurel,28-May-21,20707,Eastern,Early Delivery,Maryland,-43,570,,
Consumer,Office Supplies,Artwork and Statues,Clinton,14-Feb-20,20735,Eastern,On Schedule,Maryland,16,11,,
Consumer,Office Supplies,Artwork and Statues,Clinton,9-Jul-19,20735,Eastern,Early Delivery,Maryland,4,152,,
Home Office,Technology,Cables and Connectors,Clinton,7-Mar-21,20735,Eastern,Early Delivery,Maryland,4,91,,
Corporate,Office Furniture,Computer Chairs,Clinton,7-Nov-21,20735,Eastern,Early Delivery,Maryland,-1,68,,
Corporate,Office Furniture,Computer Chairs,Clinton,2-Dec-18,20735,Eastern,Early Delivery,Maryland,-2,24,,
Consumer,Office Furniture,Corner Desks,Clinton,14-Feb-20,20735,Eastern,On Schedule,Maryland,24,13,,
Consumer,Office Furniture,Corner Desks,Clinton,9-Jul-19,20735,Eastern,Early Delivery,Maryland,25,20,,
Corporate,Office Furniture,Corner Desks,Clinton,2-Dec-18,20735,Eastern,Early Delivery,Maryland,-3,31,,
Home Office,Office Furniture,Corner Desks,Clinton,4-Oct-21,20735,Eastern,Early Delivery,Maryland,11,17,,
Consumer,Office Supplies,Envelopes,Clinton,9-Jul-19,20735,Eastern,Early Delivery,Maryland,31,3,,
Consumer,Office Supplies,Folders,Clinton,9-Jul-19,20735,Eastern,Early Delivery,Maryland,19,2,,
Consumer,Office Supplies,Folders,Clinton,9-Jul-19,20735,Eastern,Early Delivery,Maryland,1,40,,
Consumer,Office Supplies,Folders,Clinton,9-Jul-19,20735,Eastern,Early Delivery,Maryland,94,6,,
Corporate,Office Supplies,Folders,Clinton,18-Sep-19,20735,Eastern,Early Delivery,Maryland,-13,14,,
Home Office,Office Supplies,Kitchen Appliances,Clinton,27-Dec-19,20735,Eastern,Early Delivery,Maryland,3,26,,
Consumer,Office Supplies,Label Maker Tape,Clinton,9-Jul-19,20735,Eastern,Early Delivery,Maryland,8,105,,
Corporate,Office Supplies,Label Maker Tape,Clinton,2-Dec-18,20735,Eastern,Early Delivery,Maryland,-5,5,,
Corporate,Technology,Phone and Fax,Clinton,18-Sep-19,20735,Eastern,Early Delivery,Maryland,-6,30,,
Corporate,Technology,Phone and Fax,Clinton,18-Sep-19,20735,Eastern,Early Delivery,Maryland,2,33,,
Consumer,Technology,Printers,Clinton,9-Jul-19,20735,Eastern,Early Delivery,Maryland,7,98,,
Consumer,Office Supplies,Printing Paper,Clinton,14-Feb-20,20735,Eastern,On Schedule,Maryland,-59,22,,
Consumer,Office Supplies,Printing Paper,Clinton,9-Feb-21,20735,Eastern,Late Delivery,Maryland,1,242,,
Corporate,Office Supplies,Printing Paper,Clinton,2-Dec-18,20735,Eastern,Early Delivery,Maryland,-27,47,,
Home Office,Office Supplies,Printing Paper,Clinton,27-Dec-19,20735,Eastern,Early Delivery,Maryland,3,12,,
Consumer,Office Furniture,Standard Desks,Clinton,14-Feb-20,20735,Eastern,On Schedule,Maryland,156,44,,
Consumer,Office Supplies,Storage and Archive,Clinton,9-Jul-19,20735,Eastern,Early Delivery,Maryland,3,4,,
Corporate,Office Supplies,Storage and Archive,Clinton,10-Mar-19,20735,Eastern,On Schedule,Maryland,-6,4,,
Corporate,Office Supplies,Storage and Archive,Clinton,18-Sep-19,20735,Eastern,Early Delivery,Maryland,-5,8,,
Corporate,Office Supplies,Storage and Archive,Clinton,18-Sep-19,20735,Eastern,Early Delivery,Maryland,-101,3,,
Consumer,Office Furniture,Computer Chairs,Rockville,30-Nov-20,20852,Eastern,Early Delivery,Maryland,7,13,,
Consumer,Office Supplies,Folders,Rockville,2-Oct-19,20852,Eastern,On Schedule,Maryland,22,13,,
Consumer,Technology,Phone and Fax,Rockville,4-Feb-20,20852,Eastern,On Schedule,Maryland,6,96,,
Consumer,Technology,Phone and Fax,Rockville,30-Nov-20,20852,Eastern,Early Delivery,Maryland,10,19,,
Consumer,Office Supplies,Printing Paper,Rockville,2-Oct-19,20852,Eastern,On Schedule,Maryland,9,114,,
Corporate,Technology,Phone and Fax,Gaithersburg,2-Jan-20,20877,Eastern,Early Delivery,Maryland,3,27,,
Corporate,Office Furniture,Storage Cabinets,Gaithersburg,2-Jan-20,20877,Eastern,Early Delivery,Maryland,-9,57,,
Corporate,Office Supplies,Artwork and Statues,Columbia,12-Aug-21,21044,Eastern,On Schedule,Maryland,-2,32,,
Corporate,Office Supplies,Artwork and Statues,Columbia,12-Aug-21,21044,Eastern,On Schedule,Maryland,-3,20,,
Consumer,Technology,Cables and Connectors,Columbia,20-Sep-18,21044,Eastern,Early Delivery,Maryland,40,543,,
Corporate,Technology,Cables and Connectors,Columbia,9-Nov-21,21044,Eastern,On Schedule,Maryland,-10,61,,
Corporate,Office Furniture,Computer Chairs,Columbia,12-Aug-21,21044,Eastern,On Schedule,Maryland,96,204,,
Consumer,Office Furniture,Corner Desks,Columbia,16-Mar-20,21044,Eastern,On Schedule,Maryland,3,44,,
Consumer,Office Furniture,Corner Desks,Columbia,20-Sep-18,21044,Eastern,Early Delivery,Maryland,62,7,,
Corporate,Office Furniture,Corner Desks,Columbia,21-Jul-20,21044,Eastern,Early Delivery,Maryland,-3,12,,
Home Office,Office Furniture,Corner Desks,Columbia,21-Aug-21,21044,Eastern,On Schedule,Maryland,4,9,,
Home Office,Office Furniture,Corner Desks,Columbia,21-Aug-21,21044,Eastern,On Schedule,Maryland,16,10,,
Consumer,Office Supplies,Envelopes,Columbia,16-Mar-20,21044,Eastern,On Schedule,Maryland,9,9,,
Home Office,Office Supplies,Folders,Columbia,14-Oct-21,21044,Eastern,Early Delivery,Maryland,-2,18,,
Consumer,Office Supplies,Folders,Columbia,21-Feb-19,21044,Eastern,On Schedule,Maryland,26,22,,
Consumer,Office Supplies,Folders,Columbia,13-Mar-21,21044,Eastern,Early Delivery,Maryland,-338,6,,
Corporate,Office Supplies,Folders,Columbia,9-Nov-21,21044,Eastern,On Schedule,Maryland,-20,18,,
Corporate,Office Supplies,Folders,Columbia,21-Jul-20,21044,Eastern,Early Delivery,Maryland,-6,19,,
Consumer,Office Supplies,Kitchen Appliances,Columbia,16-Mar-20,21044,Eastern,On Schedule,Maryland,5,19,,
Corporate,Office Supplies,Kitchen Appliances,Columbia,21-Jul-20,21044,Eastern,Early Delivery,Maryland,-6,23,,
Corporate,Office Supplies,Printing Paper,Columbia,21-Jul-20,21044,Eastern,Early Delivery,Maryland,-21,20,,
Home Office,Office Supplies,Printing Paper,Columbia,21-Aug-21,21044,Eastern,On Schedule,Maryland,2,30,,
Corporate,Office Supplies,Storage and Archive,Columbia,9-Nov-21,21044,Eastern,On Schedule,Maryland,-10,131,,
Corporate,Office Supplies,Storage and Archive,Columbia,9-Nov-21,21044,Eastern,On Schedule,Maryland,-9,162,,
Consumer,Office Furniture,Storage Cabinets,Columbia,20-Sep-18,21044,Eastern,Early Delivery,Maryland,9,115,,
Consumer,Office Supplies,Artwork and Statues,Baltimore,12-Dec-19,21215,Eastern,Early Delivery,Maryland,-55,243,,
Consumer,Office Supplies,Artwork and Statues,Baltimore,12-Feb-21,21215,Eastern,Late Delivery,Maryland,11,96,,
Corporate,Office Supplies,Artwork and Statues,Baltimore,14-May-21,21215,Eastern,Late Delivery,Maryland,-2,176,,
Corporate,Office Supplies,Artwork and Statues,Baltimore,14-May-21,21215,Eastern,Late Delivery,Maryland,-3,1101,,
Corporate,Office Supplies,Artwork and Statues,Baltimore,14-May-21,21215,Eastern,Late Delivery,Maryland,-2,45,,
Corporate,Office Supplies,Artwork and Statues,Baltimore,28-Apr-18,21215,Eastern,Early Delivery,Maryland,-4,58,,
Corporate,Office Supplies,Artwork and Statues,Baltimore,10-Dec-19,21215,Eastern,On Schedule,Maryland,-1238,124,,
